5,59,,,,,,,,,
9,28,10.16369605,-1926.193127,-1922.193127,-62.92227549,58.58103787,-5.641644086,6.698560677,,
10,52,7.964471102,-2404.420599,-2400.420599,-60.56887673,68.54115555,1.27729108,5.759553715,,
11,39,9.163143873,-2428.850261,-2424.850261,-60.42589151,78.54317025,1.27729108,5.063627775,,
12,64,10.82488799,-1955.278159,-1951.278159,-59.52788135,108.8478641,-1.977394464,0.45114398,,
13,46,12.38750005,-2296.458959,-2292.458959,-479.1110946,144.9658096,-0.928907247,-2493.386057,,
14,81,41.78786898,-2114.488603,-2110.488603,-445.8577983,156.6104718,4.068288777,19.77289734,,
15,0,0.207820892,-3894.201164,-3890.201164,-445.8577983,103.948428,4.068288777,19.77289734,,
16,8,10.00132108,-2199.53695,-2195.53695,-380.4691467,108.6978541,4.068288777,64.6893807,,
17,38,12.96429205,-2294.652618,-2290.652618,-373.5567833,138.4594467,-3.490856885,22.02873936,,
18,80,13.88587999,-2476.707141,-2472.707141,-360.1621212,88.04343709,-8.277640199,15.50365655,,
19,58,13.17344308,-1976.681867,-1972.681867,-347.0132987,76.03623527,20.14926504,22.17169266,,
20,3,29.06876302,-2326.545591,-2322.545591,-347.272932,101.7770588,14.22814783,16.25057545,,
21,0,0.217079878,-3906.528503,-3902.528503,-347.272932,66.28335361,14.22814783,16.25057545,,
22,17,27.64080811,-2130.071273,-2126.071273,-342.7039267,115.1238399,14.22814783,10.88232822,,
23,0,0.239862919,-3519.173328,-3515.173328,-342.7039267,99.77724644,14.22814783,10.88232822,,
1,60,38:50.5,39:02.5,00:12.0,-27.52743596,-23.52743596,-303.6672564,204.4661571,32.00720145,23.33677888
2,66,39:21.0,39:32.7,00:11.7,-9.399521448,-5.399521448,-305.0696871,204.4634129,32.00720145,19.69887739
3,86,40:50.0,41:00.4,00:10.4,-13.58529174,-9.585291737,-304.0014134,203.7260714,20.66119451,13.21228393
5,4,45:27.5,45:37.6,00:10.1,-30.36838276,-26.36838276,-269.2745676,200.0193705,12.96810325,0.478278739
6,37,46:03.1,46:11.3,00:08.2,-27.40831087,-23.40831087,-269.5237871,200.1532986,12.96810325,0.478278739
7,93,47:23.0,47:34.0,00:11.0,-22.14306686,-18.14306686,-265.7615334,198.1751565,12.96810325,3.541600875
8,18,47:46.7,47:55.5,00:08.8,-20.44640578,-16.44640578,-261.0494653,197.4881214,8.557759966,-0.868742409
9,36,48:24.0,48:33.9,00:09.9,-29.17574807,-25.17574807,-261.0035321,195.1344141,8.557759966,-0.868742409
10,53,49:15.3,49:26.4,00:11.1,-29.78041962,-25.78041962,-260.8392933,191.9226262,8.557759966,-0.868742409
11,30,49:45.2,49:56.9,00:11.6,-25.78428919,-21.78428919,-261.3734247,192.4319306,6.761275857,-2.665226518
13,2,53:26.4,53:36.9,00:10.6,-28.87044253,-24.87044253,-236.9051285,189.323234,8.451585438,11.04412572
14,73,54:49.4,54:59.6,00:10.2,-28.07945495,-24.07945495,-231.0504762,187.8225531,8.37907563,2.588523628
15,91,55:46.4,55:55.6,00:09.1,-25.23364383,-21.23364383,-231.0267482,187.2358819,8.689877533,3.950177025
16,9,56:10.2,56:21.1,00:11.0,-27.33414963,-23.33414963,-230.6730567,187.275006,2.683879664,4.167268997
17,39,56:38.7,57:01.5,00:22.8,-25.29288013,-21.29288013,-230.645202,187.3325564,2.683879664,6.057608895
18,0,57:01.5,57:01.7,00:00.2,-42.10506674,-38.10506674,-230.645202,186.9576418,2.683879664,6.057608895
